keywords,outcome
"vietnam war,obsession,mental illness,best friend,vietnam,friend,bird,nickname,flashback,male camaraderie,1960s,title spoken by character,title same as book,nickname as title,topless female nudity,fall from roof,ptsd,dead bird,bird flying into a window,catching a bird,bird costume,feather,male friendship,missing in action,high school,laundry drying on clothes line,selling car,working class,psychology,train,streetcar,soldier,rainstorm,psychiatric hospital,jail,homing pigeon,garbage dump,fight,catatonia,bathtub,swarm of bats,sandlot baseball,helicopter crash,dancing,bird hatching,bandaged face,atlantic city new jersey,wheelchair,weightlifting,voice over narration,swimming,steel jaw,spitting,slaughterhouse,roller coaster,prom,photograph,orderly,occupational therapy,nurse,nightmare,nervous breakdown,male nudity,male bonding,kicked in the crotch,junkyard,janitor,helicopter,friendship,flying machine,father son relationship,conscientious objector,brother brother relationship,boardwalk,binoculars,baseball,aviary,auto repair,philadelphia pennsylvania,rooftop,psychiatrist,jumping from height,disfigurement,dogcatcher,dissociative identity disorder,canary,based on novel,character name in title",False
"year 1978,colombia,1980s,based on real person,airplane pilot,twa,sex scene,helicopter,pablo escobar,reference to pablo escobar,money,fireworks,rear nudity,arrest,fbi,car explosion,exploding car,bare ass,bare butt,trial,jewels,telephone call,telephone conversation,videotape,what happened to epilogue,death of protagonist,cia,drugs,pilot,iran contra,bill clinton,mena,latin america,dea agent,cocaine,airplane,hiding money,explosion,money laundering,bag of money,american abroad,aviator sunglasses,landing an airplane on a city street,medellin cartel,quaalude,usa,central america,drug smuggling,based on true story,ass,butt,nudity,bare chested male,police arrest,male objectification,george w. bush character,nicaragua,counter revolutionary,f word,reference to ibm,no opening credits,no title at beginning,drug trafficking,atf,atf agent,montage,drug dealer,drug cartel,colombian drug cartel,sex in a car,sex in shower,panama,el salvador,shower,south america,altered version of studio logo,title at the end,childbirth,inspired by true events,pistol,revolver,uzi,shotgun,silencer,machine gun,ak 47,freeze frame,split screen,southern accent,louisiana,arkansas,small town,hangar,map,journey shown on map,white house,1970s,pregnancy,airport,year 1980,year 1982,year 1984,year 1985,ronald reagan,archive footage,dea,airfield,diner,fbi agent,bar,cia agent,state police,barbecue,baseball,product placement,swimming pool,party,husband wife relationship,family relationships,little boy,little girl,mother son relationship,father son relationship,mother daughter relationship,father daughter relationship,brother sister relationship,c word,police raid,profanity,office,top secret,reconnaisance,photograph,watching tv,news report,hidden camera,freedom fighter,guerilla army,army,soldier,corruption,bank,bank vault,sheriff,handcuffs,police,jail cell,pay phone,courthouse,court,airplane accident,judge,attorney general,answering machine,pager,walkie talkie,sunglasses,camcorder,motel,beard,jewelry,nonlinear timeline,black comedy,shipping container,motorcycle,alcohol,airplane chase,oil rig,radar,jungle,runway,unsubtitled foreign language,subtitled scene,held at gunpoint,escape,escape attempt,murder,assassination,revenge,interrogation,restaurant,chase,deception,betrayal,double cross,lightning,vietnam veteran,running out of fuel,police station,smuggler,arms smuggling,target practice,shooting range,colonel,general,rogue soldier,period piece,anti hero,lawyer,swamp,interview,secret service agent,blonde,government agent,horse,stable,necklace,smuggling,cigarette smoking,palm tree,beach,archival footage,baseball bat used as a weapon,woman in lingerie,playing soccer,covert mission,bribe,hundred dollar bill,nation building,alenia c 27a spartan,dumbfounded,cigar smuggling,check list,walking off the job,wheel block,autopilot,little league baseball,cold war,aerial surveillance,woman in labor,bag man,new car,money counter,woman wearing a string bikini,cocaine smuggling,eurocopter as350 squirrel,air drop,wheelbarrow,cross pendant,dirt runway,short runway,radar screen,flying below radar,tooth knocked out,foot chase,presidential speech,sandanista,contras,drug bust,locked in jail,millionaire,gulfstream 150 business jet,moving,station wagon,burying money,pilot sleeping,private airport,vault,army boots,beeper,confederate flag,destroying evidence,uh 1 huey helicopter,arrested,handcuffed,back in business,grumman albatross,flying through a thunderstorm,practical joke,stack of quarters,diamond ring,diamond bracelet,diamond necklace,baton rouge louisiana,court ordered community service,starting a car,vhs tape,iran contra affair,rise and fall,20th century,united states of america,flight,plane,woman,cult film,fur coat",False
"elvis presley,one word title,forename as title,rock 'n' roll,washed up star,superstar,star,songwriter,rock music,recording,rags to riches,price of fame,mother son relationship,country music,concert,1960s,1950s,title spoken by character,character name in title",True
"disco,dancing,the bee gees,dance contest,disco music,1970s,sexism,racist,homophobia,intolerance,attempted rape,rape,nightclub,melodrama,gay slur,accidental suicide,racism,ethnic slur,based on magazine article,racial slur,based on article,condom,dance,bridge,disco dancing,soundtrack,national film registry,new york city new york,dance film,urban film,urban setting,coming of age,parents son relationship,dysfunctional family,black sheep,dead end job,subculture,scene during opening credits,friend,saturday,teenager,priest,dancer,unemployment,moving,catholic,italian american,teen movie,reference to joe namath,reference to paul anka,reference to franco zeffirelli,reference to shakespeare's romeo and juliet,reference to farrah fawcett,name dropping,reference to william shakespeare,reference to cat stevens,reference to eric clapton,reference to david bowie,reference to bruce lee,female nudity,19 year old,hairy chest,bare chested male,first part,three word title,puerto rican,working class,false information,vanity,unhappiness,male female relationship,chauvinism,misogynist,misogyny,camera focus on female butt,greaser,manhattan new york city,reference to laurence olivier,brooklyn new york city,pregnancy,marijuana,love,group of friends,fired from the job,drunkenness,reference to al pacino,day in title,world trade center manhattan new york city,white castle,verazzano bridge,unwed pregnancy,sex,salesclerk,revenge,premarital sex,mother son relationship,marriage,jealousy,hospital,grandmother grandson relationship,friendship,father son relationship,falling from height,exotic dancer,drugs,construction worker,cannabis,cafe,brother brother relationship,brawl,assault,subway,sex in car,8 track,class differences,hardware store,dance studio,death of friend,cult film,car accident,blockbuster",False
"recycling,toy,college,escape,day care,evil teddy bear,female dressed as male,degradation,female emasculating a male,garbage collector,walking with a cane,mess,sheriff,station wagon,janitor,motion detector,crashing into a tree,knapsack,rug,going to college,cape,night light,boyfriend girlfriend relationship,bookshelf,canine,man's best friend,map on screen,reference to ebay,product placement,computerized map,map coordinates,standing in the rain,driving in the rain,husband wife relationship,lunchbox,lunch box,daycare teacher,cork board,moonwalk dancing,walk in closet,mirror,fashion show,elevator,heels,disco ball,rainbow,tricycle,gavel,3 dimensional,talking toy,city,saying thank you,spanish language,toy telephone,woman in danger,space explorer,day care center,rescue,teddy bear,cgi animation,troll doll,ohio,female hero,strong female character,balladeer,friends who live together,apology,psychopath,child,dog,calling someone an idiot,bnl alkaline,bnl,slinky toy,bullseye toy,mrs. potato head toy,mr. potato head toy,3 little aliens toy,hamm toy,rex toy,jessie toy,buy n large alkaline,buy n large,fisher price,mattel,playskool,male tied up,2010s,slinky dog,locked in a room,animated dog,cowboy boot,cowboy,patrol,guards,two faced person,sneaking,emotional shock,saved from a fire,prison escape,loss,deformed,terror,bullying,threat,menace,struggle for survival,henchman,locked in a cage,abandonment,change of heart,multiple villains,sociopath,held captive,deus ex machina,incineration,survival,peril,prison break,group of friends,manipulation,lifting someone into the air,door lock,flirting,facing death,captive,deception,panic,taunting,maniac,deeply disturbed person,hostage,cat and mouse,surveillance camera,tension,isolation,stupid victim,trapped,tragic villain,escape attempt,test,brother sister relationship,mother son relationship,tied to a chair,no opening credits,tortilla,suburb,turning the tables,throwing money into the air,rose held between teeth,rolling in money,nostalgia,money bag,money bag with dollar sign,mislaid trust,love at first sight,just desserts,flower held between teeth,fantasy sequence,escape plan,erased memory,cowboy hat,comeuppance,losing a hat,betrayal,555 phone number,little girl,sadness,holding hands,crying,spanish music,going home,personality change,garbage truck,magnet,doll,prisoner,prison,toddler,box,clothing,leader,eye,loss of eye,garbage,security guard,security system,playtime,exploding bridge,video camera,friendship,flashback,video surveillance,gambling,scene during end credits,teenage boy,near death experience,garbage dump,garbage dumpster,ken doll,barbie doll,growing up,black comedy,blockbuster,3d sequel to 2d film,returning character with different actor,toy comes to life,mr potato head,third in trilogy,anthropomorphism,anthropomorphic toy,computer animation,third part,sequel,number in title,buzz lightyear character,woody character,dark comedy,buzz lightyear toy,wilhelm scream,caught on tape,nazism,lava,violence,suspense,college student,part of trilogy,numbered sequel",False
"mental institution,small town,neo noir,sadistic psychopath,tragedy,based on play,southern gothic,1990s,friend,murder,repair shop,homosexual,man wearing glasses,book strap,torturer,sociopath,written and directed by cast member,autism,drunkenness,cult film,trestle,story,religious art,rejection,rain,pond,mother son relationship,joke,child abuse,lawnmower,revenge,physical abuse,gay interest,father son relationship,redneck,knife,closeted homosexual,death threat,southern,based on short film,father figure,gay slur,lake,reporter,baptism,friendship,interview,band,alcoholism,mental retardation,arkansas,trailer trash,homophobia,independent film,title spoken by character",False
"murder of a police officer,color in title,hitchhiker,reenactment,wrongful conviction,death,texas,murder,justice system,death penalty,police officer,investigation,dallas texas,death row,court,policing,law enforcement,reference to james grigson,doctor death,police psychiatrist,witness for the prosecution,racism,collusion,thin blue line,southern u.s.,legal system,interview,visual correlative,repetition,policeman,cinema verite,gun,electric chair,mistake of law,trial,capital punishment,perjury,police corruption,independent film,national film registry,injustice,bias,deception,character assassination,prosecutorial misconduct,good old boy,false statement,judicial bias,patriarchy,police bias,cover up,kkk,false accusation,frame up,miscarriage of justice",False
"austin texas,twenty something,philosophy,anarchist,pseudo intellectual,episodic structure,parallel lives,anarchism,generation x,kennedy assassination,cult film,hare krishna,national film registry,watching television,texas,moon,pap smear,ufo,reference to charles joseph whitman,state legislature,one word title,reference to the warren commission report,mumblecore,chess,covert operation,happy go lucky,cook,ethics class,store security,accomplice,getaway,cadillac,diner's club,doorman,roommate,spanish civil war,auto mechanic,speed freak,movie projector,station wagon,jogger,philosopher,pirate tv,sculptor,intelligence,loudspeaker,performance art,dairy queen restaurant,reference to jerry lewis,reference to dean martin,pickup truck,telescope,atomic bomb,lincoln brigade,barcelona spain,communist,african american,black american,psychic,u.s. space program,moon walk,birthday,statistics,old man,freeway,handcuffs,police siren,policeman,police,microphone,burning a photograph,school yearbook,cutting a photograph out of a book,duffel bag,backpack,dead body,covering a dead body,doctor,tent,beggar,nutrasweet,convertible,bridge,reference to growing up absurd the book,co op,licking,spitting,bus station,beer,happiness,bribery,cigarette machine,rejection,waiter,menstrual cycle,automobile graveyard,funeral,stepfather stepson relationship,throwing things off an overpass,overpass,reference to the warren report,burglar,coffee shop,reference to the gambler the novel,dunkin' donuts,k mart,frisbee,typewriter,coca cola,election,disappearance,street musician,guitar,pubic hair,t shirt,restaurant,cafe,lobotomy,secret,rain forest,candle,shrine,altar,hitman,dog,suicide by gunshot,suicide,coffee,cousin cousin relationship,death of wife,pms,reference to uncle fester,reference to mr. potato head,reference to dr. feelgood,medellin cartel,scientist,director on camera,matricide,murder,blood,spoken inner thoughts,improvisation,throwing a camera off a cliff,cliff,daytripper,bicycle,sunglasses,children,nasa,mother son relationship,dropout,outer space,money,usa today the newspaper,father daughter relationship,reference to william mckinley,reference to george orwell,london england,fortune teller,reference to scooby doo,reference to the addams family,reference to lyndon johnson,reference to the marquis de sade,reference to guy fawkes,reference to squeaky fromme,card playing,fbi,reference to frank zappa,reference to leo tolstoy,reference to madonna,reference to bob dylan,reference to sigmund freud,reference to george h.w. bush,reference to john hinkley,reference to jack ruby,reference to lee harvey oswald,reference to jackie kennedy,reference to john f. kennedy,husband wife relationship,houston texas,dallas texas,taxi driver,cameraman,video camera,writer,tape recorder,pay phone,telephone call,amnesia,unemployment,female nudity,rifle,face slap,boyfriend girlfriend relationship,newsreel footage,stealing a car,car theft,anarchy,musician,bookstore,trauma,storytelling,reading,greenhouse effect,ecology,conspiracy,politics,stealing,theft,thief,book,gun,satire,watching a movie,home movie,loser,song,singing,singer,teenage girl,teenage boy,low budget film,one day,male female relationship,nonlinear timeline,long take,experimental film,ensemble film,eccentric,car,black comedy,voyeur,video tape,van,terrorism,television,taxi,super 8,robbery,photography,paranoia,obsession,newspaper,hitchhiker,hit and run,dream,comb,cigarette smoking,bus,bum,band,anti artist,8mm,pixel vision,subculture,shoplifting,slacker,independent film",False
"musical number,death squad,mass killing,reference to guantanamo bay,surrealism,ethnography,anthropology,visual sociology,visual anthropology,visual ethnography,popular culture,sociological,sociology,cinema,retching,self justification,political rally,gangster,international law,reference to john wayne,torture,reference to al pacino,reference to marlon brando,giant fish,man in drag,corruption,paramilitary,filmmaking,reference to voltaire,indonesian history,genocide,reenactment,indonesia",False
"psychiatrist,housewife,allergy,female protagonist,allegory,san fernando valley california,new queer cinema,illness,retreat,pollution,environment,nosebleed,doctor,redheaded woman,weight loss,malnutrition,psychosomatic illness,ambient music,surrealism,medicine,medical profession,patient,husband wife relationship,group therapy,couch,chronic illness,aerobics,sickness,quarantine,paranoia,desert,1980s,disease,independent film,based on true story",True
"reference to buenos aires argentina,woman smokes a cigar,university,student,widow,writer,child,boulder colorado,jewelry box,throwing a snowball,jewish mother,drawing,male male kiss,reference to paul cezanne,honey business,tolling bell,peso,hospital ward,40 year old,hand kissing,swamp,snow,reference to alexandria egypt,storytelling,swimming,reference to tres lent en calme,pajamas,doctor,arm in a sling,stethoscope,picnic,tambourine,wrapped in a blanket,male nudity,nudity,sexism,two on a horse,reference to spain,copying a painting,wristwatch,portrait painting,gossip,dead husband,dead brother,blushing,reference to england,restaurant,cafe,wine,14 year old,palm tree,suicide,reference to prague czechoslovakia,cigar smoking,listening to opera,cravat,bed netting,dead mother,reference to adam,school bus,death of parents in an airplane crash,18 year old,reference to hong kong,barking dog,whispering,orange juice,undressing,shower,bathtub,touching someone's ear with one's nose,refrigerator,puddle,academic fellowship,reference to sao paulo brazil,reference to houston texas,reference to miami florida,tokunoshima japan,reference to christie's auction house,losing a shoe,losing a shoe in quicksand,piano player,piano,pickup truck,dog food,reading a letter aloud,reading aloud,mailbox,graduate student,erasing a blackboard,handing a drink through an open window,fireplace,honey,band aid over eyebrow,orchestra,sister sister relationship,baby girl,reference to god,allergic to bee sting,saying goodbye,unhappiness,happiness,losing a dog,barber,loss of memory,feeding someone,soup,sunglasses,reference to francis poulenc,listening to music,memory,secret,touching someone's lips,loneliness,literature professor,scotch whiskey,taxes,sleeping,milk,dog pound,orphan,looking through a venetian blind,older man younger man relationship,old man,gondolier,subjective camera,foreigner,cracking a nut,nutcracker,apple computer,reflection in a window,looking out a window,mill house,apology,adopted son,adoption,shadow puppet,toy theatre,flirting,antique furniture dealer,spanish,subtitled scene,looking at oneself in a mirror,mirror,housesitter,missionary,garden,tea,executor,marriage,reference to adolf hitler,refugee,thunder,reference to the three sisters the play,reference to moscow russia,shoe,suitcase,vineyard,reference to columbia university,reference to dostoyevsky,reference to shakespeare's hamlet,swimsuit,manhattan the drink,cocktail,drinking,drink,broken wrist,falling off a ladder,climbing a ladder,ladder,gardening,reading,burning a manuscript,flash forward,reference to tess of the dubervilles the novel,fate,snake,new york city,knocking on a door,taxi driver,taxi,blackmail,dancing,dancer,tango,guitar,money,bee sting,beekeeping,reference to william shakespeare,smuggling,watching a movie on tv,watching a movie,cigarette smoking,computer,little boy,eating,food,father daughter relationship,horse riding,horse,bracelet,earrings,necklace,novelist,kiss,montevideo uruguay,telephone call,telephone,mother daughter relationship,love,rain,umbrella,male male relationship,flute,dog,quicksand,biographer,brother brother relationship,mother son relationship,boyfriend girlfriend relationship,husband wife relationship,family relationships,reference to claude monet,reference to vincent van gogh,guitarist,book,plaster cast,homosexual,haircut,champagne,estate,ambulance,coma,gaucho,orchestra conductor,cattle,theatre audience,allergy,hospital,theatre,painter,physician,concert,madrid spain,metaphor,watching tv,reference to thomas hardy,classroom,snowball,photograph,phonograph record,manuscript,creative process,swimming pool,record player,gay relationship,mistress,painting,falling from height,artist,gondola,japanese,bee,jewelry,venice italy,home movie,pianist,film projector,author,mansion,little girl,pet dog,bus,south america,laptop computer,rural setting,uruguay,letter,teacher,villa,gay,travel,journey,male female relationship,based on novel",True
"band,singer,suicide,depression,punk rock,singing,rock 'n' roll,1970s,based on book,employment agency,hypnosis,ends with biographical notes,stage fright,sobbing,epileptic,rock star,rock singer,working class,year 1980,70s music,23 year old,husband wife conflict,english music,rock band,music gig,rock concert,alternative rock music,british rock music,adulterous husband,reference to marlon brando,northern england,baby daughter,title mentioned in song,howling,unfaithfulness,adultery,on off relationship,financial difficulty,singer songwriter,loneliness,epileptic fit,van,consulate,journalist,childbirth,birth,record deal,record label,band manager,manchester england,internal monologue,attempted suicide,love triangle,extramarital affair,phone booth,husband wife relationship,infidelity,marital problem,rock group,overalls,one word title,song,kitchen sink realism,new wave music,musician,hanging,directorial debut",False
"gay relationship,looking at oneself in a mirror,death,cancer,french,actress,flashback,terrier,hotel,marriage,38 year old,graphic artist,grief,sadness,drawing,artist,terminal cancer,jack russell terrier,coming out,gay,watching a movie,reference to the advocate,store,oxygen,shaving,biting,hotel room,last rites,apartment,hair gel,new york,separation anxiety,break up,taxi,rainbow flag,childhood photo,camisole,black american,african american,house music,reggae music,reference to bill clinton,massaging someone's face,fast motion scene,card trick,reference to the kgb,reference to the cia,reference to the fbi,spray paint,graffiti,distrust,trust,makeup,german accent,reference to calvin coolidge,reference to ronald reagan,bench,park,voice over narration,monogamy,library,placing hands over someone's eyes,french toast,wedding,reference to richard nixon,reference to franklin d. roosevelt,reference to dwight d. eisenhower,hospice,wheelchair,rollerskating rink,roller skating,oxygen tank,men's bathroom,running fingers through someone's hair,flower shop,liar,lie,running,boxer shorts,reference to adolf hitler,silverlake los angeles,unhappiness,reference to the mattachine society,bedroom,father daughter relationship,mother daughter relationship,portrait drawing,underwear,looking out a window,ex boyfriend ex girlfriend relationship,tape recording,therapist,therapy,bathroom,son feeds father,feeding someone,son shaves father,shaving someone,lung cancer,jew,art historian,reference to ethel rosenberg,reference to julius rosenberg,homecoming,welcome home party,game playing,apology,death certificate,obituary,78 year old,marriage proposal,suicide threat,tea,archive footage,actor,reference to veronica lake,reference to louise brooks,velveteen rabbit,year 1965,year 1978,year 1971,listening to opera,happiness,new york city,cigarette smoking,subtitled scene,loneliness,pipe smoking,record player,recording,reckless driving,illness,terminal illness,ventilator,child driving car,year 1953,reference to jesus christ,male male relationship,giving a toast,drinking,drink,female doctor,computer,flash forward,gay bar,bar,book,dying,boy,husband wife relationship,repeated scene,friendship,montage,reading aloud,reading,friend,tears,loss of father,male male kiss,talking dog,f word,mirror,crying,reference to harvey milk,billboard,vandalism,pillow,flowers,vase,hugging,reference to allen ginsberg,half jewish,jewish,kiss,taco stand,reference to the joy of sex,bookstore,telephone call,laryngitis,note,halloween costume,halloween party,halloween,dog park,talking to a dog,flashlight,doctor,holding hands,closeted homosexual,gay kiss,cell phone,pretending to be dead,depression,mourning,bereavement,priest,gay priest,nonlinear timeline,photograph,gay pride,childhood memory,memory,year 1955,year 2003,packing,no title at beginning,no opening credits,personal ad,art opening,art museum,emotional healing,sex in hotel,hotel suite,talking animal,empty apartment,fake beard,reference to sigmund freud,1950s,nurse,medication,hospital,fireworks,french accent,mother son relationship,self realization,dancing,dancer,party,boyfriend boyfriend relationship,75 year old,autobiographical,confession,loss of wife,loss of mother,secret,one word title,california,los angeles california,dog,death of wife,homosexuality,older man younger man relationship,old age,old man,family relationships,father son relationship,gay parent,gay father,male female relationship,death of mother,death of father,caterpillar",True
"poker,gambling,female frontal nudity,female nudity,gambling debt,blonde,lingerie,law student,scantily clad female,call girl,prostitute,panties,cleavage,mini dress,breasts,nipples visible through clothing,loan shark,cult film,reference to christy turlington,f word,man with glasses,voice over narration,courtroom,one word title,first part,poker tournament,cardsharp,russian mafia,neo noir,poker player,truck driver,thick accent,strip joint,shaving,russian accent,release from prison,loud shirt,golf practice,card playing,card game,boyfriend girlfriend relationship,best friend,barbershop,new york,prison,judge,law school,tattoo,mafia,destiny,independent film,title spoken by character,male frontal nudity",False
"versailles,topless female nudity,17th century,extramarital affair,france,female protagonist,cleavage,scantily clad female,breasts,nude,nude girl,nudity,female nudity,female frontal nudity,sex in bed,copulation,coitus,voyeur,voyeurism,garden,king louis xiv,landscape designer,palace,woman drowning,flashback,cheating on wife,widow,death of a child,carriage crash,carriage,cheating on husband,bare breasts,paris france,infidelity,unfaithfulness,adultery,corset,aristocracy,society,louvre museum,bluebells,royal court,1660s,year 1662,marital infidelity,jealousy,french,gardener,water garden,drowning,dancing,flood",False
"safe deposit,heist,chase,mobster,london england,bank,pornographer,blackmail,secret service,bank vault,crooked policeman,heist movie,bank heist,walkie talkie,torture,john lennon character,smashing a window,robbery,tunnel,murder,car dealer,brothel,airport,train station,revolver,weapon,ford transit,ford,van,car salesman,based on true events,woman,20th century,england,united kingdom,champagne,red wine,beer,female frontal nudity,gunfight,shootout,fistfight,sex scene,kissing while having sex,kiss,neo noir,violence,incriminating photograph,s&m,casual sex,black activist,paparazzi,year 1971,period piece,dutch angle,debt,peace sign,masochism,extortion,recruiting,planning,stripper,caper,mafia,suffocation,strangulation,stabbed in the back,pistol,double cross,death,what happened to epilogue,wedding reception,vulgarity,trinidad,tailor,subway,strip club,stabbing,shot in the head,rooftop,revolutionary,railway station,pub,prologue,princess,pornographic film,political corruption,police corruption,photograph,parking garage,open grave,nonlinear timeline,menage a trois,marriage,machete,jackhammer,infidelity,hidden camera,ham radio,fishing boat,female nudity,fashion model,drug smuggling,customs,courtroom,caribbean,cabinet officer,brick,bracelet,book party,beach,basement,assault,ambulance,1970s,dominatrix,death of friend,based on true story",False
"cellular phone,coffeeshop,confidence artist,thief,surveillance,partner,running,scepter,heist,quebec,inside man,city,water explosion,cutting torch,hanging from ceiling,steel beam,night,riding a bus,nikon camera,unix,flip phone,champagne,reverse engineering,coffee,mentally retarded person,faking mental retardation,north america,implied sex,interracial couple,snake spy camera,spy camera,lunchbox,breaking and entering,escape,garbage truck,laptop computer,liquid nitrogen,mugshot,foot chase,chase,bus station,bus,ottawa canada,piano,swat team,debt,swimming pool,bare chested male,beating,home invasion,hit with a baseball bat,baseball bat,bodyguard,thug,wristwatch,alarm,phone booth,rain,boyfriend girlfriend relationship,fire,montreal canada,metal detector,flashlight,restaurant,money,black comedy,f word,garage,blowtorch,rowboat,race against time,explosive,tools,map,statue,elevator,warehouse,radio,held at gunpoint,revolver,pistol,jewelry theft,jewelry,computer hacker,paint thinner,neo noir,basement,anti hero,park,loner,news report,personal computer,male female relationship,wine cellar,periscope,sewer plate,furnace,termites,ski mask,mopping the floor,thieves fall out,security camera,walkie talkie,u.s. canadian border,dolly shot,maintenance man,safe,marriage proposal,video game,macguffin,mentally challenged character,french canadian,white male black female relationship,interracial relationship,jazz combo,infra red,welding equipment,suspense,security code,organized crime,hacker,code,computer nerd,schematic,blueprint,sewer,termite infestation,quarantine,voice over,jazz singer,stolen goods fence,necklace,pot smoking,burglar,marijuana,estate,mansion,dancing,robbery,career criminal,visceral,urban setting,scam,interracial romance,dishonor,deception,crime ring,assumed identity,airport,jewelry heist,jewel heist,caper,burglary,betrayal,surveillance camera,janitor,customs house,stewardess,jewel theft,jazz club,computer cracker,double cross,tunnel,safecracker,false identity,jewel thief,mental illness,one last job,security guard,laser,nightclub,underground passageway,master thief,tv news,title spoken by character,surprise ending",False
"invisibility cloak,flying broom,ginny weasley character,lucius malfoy character,professor severus snape character,draco malfoy character,professor albus dumbledore character,hermione granger character,rubeus hagrid character,harry potter character,neville longbottom character,lord voldemort character,arthur weasley character,lily potter character,mrs molly weasley character,seamus finnigan character,james potter character,gregory goyle character,dean thomas character,filius flitwick character,vincent crabbe character,vernon dursley character,aunt petunia dursley character,argus filch character,george weasley character,dudley dursley character,minerva mcgonagall character,ron weasley character,fred weasley character,magic wand,wizard,flying car,dark forest,dark tunnel,magical language,basilisk,school life,magical book,school nurse,abusive father,secret entrance,snake skin,mandrake,magical broomstick,fictitious sport,escher stairway,abusive uncle,magical potion,male protagonist,killing a monster,red herring,supernatural creature,shared universe,child protagonist,phoenix bird,close up of eyes,sequel,school of magic,witchcraft,dysfunctional family,magical world,hereditary gift of witchcraft,portrait comes to life,animal human communication,snowy owl,supernatural power,false accusation,evil wizard,boarding school,teacher student relationship,sword and sorcery,good versus evil,student mentor relationship,wizards' duel,secret passageway,suspended animation,dormitory living,white magic,black magic,headmaster,writing in blood,giant spider,animate tree,martial arts,secret door,message in blood,child in peril,giant snake,communal dining hall,giant dog,turned to stone,talking spider,living portrait,levitation",False
"alien contact,linguistics,linguist,nonlinear timeline,mother daughter relationship,based on short story,alien,extraterrestrial,first contact,spacecraft,female scientist,seeing the future,reference to abbott and costello,memory,death of daughter,father daughter relationship,military officer,montana,colonel,physicist,theoretical physicist,leaning a language,fate,loss of daughter,sanskrit,militarism,foresight,ufo,language barrier,u.s. soldier,kid art,flash forward,helicopter,bird in a cage,palindrome,china,computer,baby girl,girl,disease,death,hazmat suit,husband wife relationship,one word title,cowgirl costume,younger version of character,outer space,professor,time,communications,military,race against time,alien language,spaceship,symbol,u.s. army,panic,threat,clay figure,departure,brink of war,man wearing a tuxedo,precognition,mi 24 hind helicopter,one twelfth,time bomb,impatience,protest,flip chart,caged bird,weightless,precaution,scissor lift jack,ch 47 chinook helicopter,sleeping with a body pillow,alien spaceship,insight,change of mind,newscast,portuguese class,philosophical conversation,canary,birdcage,tank,2010s,parking garage,logogram,female doctor,social commentary,college campus,captain,cia,childbirth,army base,little girl,shuttle craft,politics,sudan,pakistan,russia,press conference,interpretation,audio message,translator,interpreter,knocked out,bomb,message,moral dilemma,misunderstanding,satellite,vomit,vision,flashlight,restaurant,baby,drawing,college professor,united nations,slow motion scene,rain,massachusetts,soldier,tent,zero gravity,pakistani,camera,ink,teleportation,disappearance,aerial shot,escape,cia agent,evacuation,pickup truck,alien abduction,bilingualism,subtitled scene,surrealism,hypodermic needle,injection,dream,australian,hallucination,supernatural power,hospital,terminal illness,cancer,englishman,character says i love you,u.s. president,map,time travel,general,pistol,machine gun,explosion,scientist,time paradox,bootstrap paradox,media manipulation,news report,media coverage,single parent,laptop,shock jock,creature,alien creature,alien life form,alien spacecraft,heptapod,squid,tentacle,circle,sphere,alien invasion,doctor,fighter jet,alien race,library,reference to sheena easton,warship,venezuela,riot,looting,paranoia,hope,fear,suspense,aircraft carrier,held at gunpoint,cell phone,no title at beginning,chinese,escalation,chinese army officer,international relations,military aggression,low gravity,reminiscence,reference to the united nations,first person narration,begins with narration,no opening credits,montage,voice over narration,independent film,surprise ending,female protagonist,strong female lead,strong female character,female u.s. president,single mother,f word,reference to the university of california at berkeley,breaking news,news channel,title at the end,wine,flashback,decontamination,contamination,absent father",True
