review,outcome
"Disturbing, Stunning, Daring and Dark Michael Haneke the austere Austrian director of such critically acclaimed films as Funny Games, Code Unknown and The Piano Teacher has created in Caché (Hidden) his finest film to date.Starring Daniel Auteuil and Juliette Binoche the film is a taut and tense personal thriller, which examines important subjects such as guilt and responsibility in the context of western comfort.Georges and Anne are a happily married middle class couple who both work in the arts. The balance of their lives is suddenly disturbed when they begin to receive video cassettes seemingly surveying the exterior of their home. Anne is quite dismissive of the tape but immediately Georges believes there is a sinister element to the tape. Soon they receive more tapes and disturbing drawings. As Georges fears for the safety of his family he suddenly has to confront his past and allow his wife to learn the hidden secrets of his past.Hanekes film plays on one level like a common thriller, but it has much deeper psychological echoes as the hero George is revealed not to be quite the upstanding family man his family believed him to be. As his wife struggles to come to terms with the revelations their entire comfortable existence disintegrates.Haneke is not just interested in creating a thriller however and the auteur expertly dissects George and Annes bourgeois life and implicates them both in the treatment by western culture of the east and the third world.Acting in the film is terrific. Daniel Auteuil is simply excellent in his role, the actor manages to explore his character enough to make us forget it is a portrayal. Juliette Binoche as his wife initially seems not to be at the center of the film, but the stunning actress manages to place herself at the emotional center of the film as the wife and mother.Expert supporting roles are provided by Maurice Benichiou, Annie Girardot and Nathalie Richard among others.Caché is at once an intriguing thriller and a wonderful examination of guilt and responsibility in a very modern context.",False
"Enjoy It For What It Is This story is a lighthearted adventure comedy. I too am guilty of being one of those Wes Anderson fans who salivate over all the small details but while watching this I quickly detached myself from the director and his style and previous work and just let The Life Aquatic take me along. And thats what you have to do. Its different from his other stuff in that its more plot driven. There are some wonderful characters but they have to deal more with outside complications than internal struggles. It is similar in tone and style to Robert Altmans M*A*S*H, what with all the juggling of fighting and death (serious themes dealt with in an objective comedic manner). Theres also some Fellini moments (it was mostly filmed at Cinecitta). I loved it. Dont go into this film as a biased hipster Wes Anderson fan, clean the slate and take it with an open mind. Its certainly sillier than Rushmore or Tenenbaums, but its just as ambitious and exponentially courageous with shots and tone. To reiterate: more action oriented, funny as all get out, and quite possibly the funnest Ive had in a theater all year.",True
"Intriguing, investing, with a great screenplay and a fantastic performance at its core Sports films... Not a huge fan of them, and dont see them much because of the predictability of them. However, one cannot deny the impact that some have, like for example in recent years The Fighter and Aronofskys The Wrestler. Moneyball can now join them and is among the best films of the year.The film is always intriguing, and Aaron Sorkin (whose screenplay for The Social Network was last years best) is to be congratulated for this. Its his wonderful script that gives the film the energy. What also helps is the lack of predictability. Sure, one cant seem to hope for an experimental sports film, since this is based on a true story. However, Sorkin, as well as the director, always keeps things refreshing and interesting without becoming repetitive and stale. The dialogue is brilliant of course, and the lack of field action makes it even more involving so when the important ball scene comes along it makes an impact. The other big driving factor is Brad Pitt, who has had an incredible year. His performance in The Tree of Life is already among his finest work, and now this joins it as well. He portrays all of the character traits with such versatility and charisma. A great and satisfying protagonist. Overall, I was incredibly pleased with this. It is to this day the best adapted screenplay of the year, and not surprisingly Pitt is my win in both categories for both of his films.",True
"The Debts potential is spoiled by sloppy writing Is the truth actually what happened or what everyone believes happened? The Debt attempts to answer the question and almost succeeds if it were not for some very poor screen writing. It is 1966 and Mossad has finally tracked down the infamous Birkenau surgeon, Dieter Vogel (Jesper Christensen). Dr. Vogel is very high on the list of Nazi war criminals the Israelis are hunting down because of the atrocities he committed at his concentration camp. He would deliberately blind children to see if he could change eye color and cut off hands and feet and reattach them on the wrong limbs to see what happened.The spy team assigned to kidnap him and bring him to justice are team leader Stephan (Marton Csokas), David (Sam Worthington), and Rachel (Jessica Chastain). Their story is told in flashback and the first half of it is absolutely riveting. Rachel poses as a woman with fertility issues and becomes a patient of Dr. Vogel who is hiding as an OBGYN in the Soviet sector of East Berlin. The tension during the examination room scenes are the highlight of the film with both Rachel and the doctor verbally maneuvering to ensure the other person is who they think they are.After a convincing action sequence, the story abruptly turns from a kidnap/escape scenario into a hostage situation. This is one of the points where the film just falls apart. Mossad and their agents are the best in the entire world at their art. There is no way such highly trained agents would fall victim to and resort to the amateur hour theatrics which come with the hostage sequence. The script is riddled with illogical and bizarre events which only occur during the films most important sequences for some reason.Fast forward to 1997 and now older Rachel (Helen Mirren) is at her daughters book release party which describes the teams successful mission to Berlin all those years ago. Older Stephen (Tom Wilkinson) is also around for the recollections. The 1997 scenes are adeptly written and filmed, especially scenes with Mirren. Tom Wilkerson is just along for the ride. Unfortunately, the movies climax is one of the most preposterous situations a decent film has been saddled with. It is so ridiculous that a two hour meeting with the writers would still not convince me this was the best way to resolve the storys actions and issues. The mood and atmosphere are destroyed and the audience collectively shook their heads in disbelief at the mockery on screen.Screenwriters Matthew Vaughn, Jane Goldman (X Men: First Class, Kick Ass), and Peter Straughan (The Men Who Stare at Goats) adapted this screenplay from an earlier film. The Debts first hour is quite good with adept flow from 1997 to 1966 and the truly suspenseful scenes between Chastain and Christensen. However, their handling of the hostage situation and the absurd climax are what really hurt this film and makes the audience shake their heads with the Oh, what might have been lament.",False
"There is a reason why they are referred to as the greatest....From my understanding, before this film was made, Martin Scorsese, arguably Americas greatest filmmaker, was at the end of his rope. He was about to call it quits. His good friend, arguably Americas greatest film actor, Robert De Niro, approached him with a book he had read. The title of the book was Raging Bull. After some coaxing, Robert finally convinced his friend to do the film, and it resulted in a MASTERPIECE!!!!!
Raging Bull is the story of former boxing middleweight champion Jake La Motta, and his penchant for selfdestruction. La Motta is not in the least a nice guy. He is well, a jerk, who eventually drives any and everyone who has ever cared about him out of his life. He evolved from a lean, trim boxer to an overweight loser who owns a night club.This film currently ranks on AF Is 100 Greatest Movies at #24, and for very good reason. It contains arguably THE GREATEST acting performance in the history of cinema, by arguably the greatest actor in the history of cinema, directed by arguably the greatest director in the history of cinema. But together, nothing needs to be argued, they are the greatest tag team in the history of cinema. Robert De Niro is flawless, superb, excellent, amazing, any positive adjective is warranted by his performance. There is a reason why they call him the greatest actor. This is it. (also Taxi Driver) Naturally, Scorseses direction is flawless, and Thelma Schoonmakers editing will pretty much speak for itself. The blackandwhite(or tinted monochrome) was an ingenious touch, similar to William Friedkins gunshot at the very end of The French Connection. It is the most beautiful movie I have ever seen, if it were a woman I could only beg to drink its bathwater. Joe Pesci is excellent as Jakes brother Joey, as is Cathy Moriarty as Jakes long suffering wife. It is sad when you realize that De Niro will never act that great again, but you find solace in the fact that he once did. He is maybe my favorite actor, Scorsese maybe my favorite director, and I only hope to have a millionth of the impact theyve had on film. Far superior to Rocky, even though Rocky is very good and contains maybe the most inspirational theme song ever.This film was criminally robbed of 1980s Best Picture and Best Director Academy Awards, by Ordinary People, another one of those dysfunctional family dramas. The Academy has since lost a huge amount of credibility, but I find solace in the fact that they honored De Niro with an award for Best Actor, in a performance that warrants two of them and makes me want to shine his shoes.The film gets nothing less than a 10. It was voted the film of the 1980s decade. I agree wholeheartedly.Scorsese and De Niro forever.",True
"Dark And Twisted, Full Of Great Visual Storytelling Dark and twisted, David Finchers stylish new mystery thriller was derived from Gillian Flynns intriguingly slick tale from her complex and suspenseful novel. By far one of the best acting performances to have come from Ben Affleck, Gone Girl boasts some strong yet disturbing portrayals from Rosamund Pike, Neil Patrick Harris, Tyler Perry and Affleck. Fincher has garnered fame and recognition as a mainstream director, that is not only able to engulf the audience within the picture, but actually make them part of the scenario. Fincher exercises upon his trademarks with the swift and stunning cinematography, the chilling score and tight editing, all of which makes Gone Girl a movie full of great visual storytelling.",True
"Unforgettable I saw Ordinary People when I was very young and had a very difficult time with the storyline.However, even then I think I knew I was watching something simply remarkable. Even after all these years, its impact has not lessened, which I guess is a mark of an incredible movie. The movie is among the most disturbing Ive ever viewed and the performances, at least to me, are among the best. I cant imagine viewing this movie without feeling absolutely drained afterwards and I think I may have been a bit to young to fully appreciate it, but I cant imagine giving this anything but a 10, it was absolutely flawless in its storytelling.I do think though, that a certain element of maturity is needed to view this, there are few I know who have not been touched or upset by the story and if one is to young or just not in the right mood to handle the heaviness(as I wasnt at the time),they may not be able to fully appreciate it. I still know people who cannot sit through this and I understand why but I hope this movie will be viewed by many who can handle it, its impact is fierce, all the performances are incredible and Mary Tyler Moores performance is among the best of any female lead ever.",False
"With patience it is a very effective thriller whose plot problems are covered by a great director and a strong cast Max thinks his day is looking up when he gets a beautiful fare who gives him a tip and her business card when she gets out. Resting on his laurels, Max nearly misses his next fare; Vincent, in LA for just one night to close out 5 deals, get signatures and then fly out by 6am and he offers Max a few hundred dollars to taxi him around for the night and then drop him at the airport. Max agrees and takes him to the first stop, only to discover that Vincents job is actually to kill a list of 5 people and, now that Max has witnessed one killing, Vincent has no choice but to keep him with him.I loved this film; there is no point in trying to hide that fact, but I am not blind to the problems that it has: too many reviewers have either loved it without exception or overly criticised it. The plot has holes  there, Ive said it. The plot relies on some actions that dont ring true and other times rely on coincidences or just write things in to move the plot. However this is not a massive problem because it is still very enjoyable and gripping and its other strengths cover these problems. Of course, even with the holes it is still very enjoyable but demands your patience because, although it is tense, it isnt a roller coaster for the vast majority of the time. It has very fast moments but a lot of it is talky and patient  not a problem for me, but I can see why some multiplexers may have had itchy feet waiting for action. However even with this patience, the film is still very tense  helped by some very sudden moments of violence that come out of nowhere and help put the audience on edge. Much was made in Heat of key moments where opposite characters find common ground and in this film it is the opposite but done to similarly interesting effect. Here Max and Vincent are opposites who get under each others skins over the course of the night; their relationship is very strange and I think the script does well to bring this across even if it is hard to understand at times (part of this is their relationship getting tied up in some of the plot weaknesses).A big part of the plot problems being covered is due to the strong direction from Mann, who can shoot a city like nobody else. As others have said, the flyovers look great but for me the surprise was to see Mann add digital film to his cannon. This allows him to mix very rough, intimate shots with film to bring the audience in closer. I also noticed that he seemed to do very close angles and frames with proper film as well, all increasing the feel of being there and intimately involved. Of course, on top of this we still had Manns usual shooting of LA at night  fluorescent lighting, empty streets and so on  nothing new but it is still very effective and great to look at. If it werent for the very heavy cast involved here then Mann would be the main star of the film but, as it is, his direction is just part of the film pulling together to produce the goods.The cast is impressive and those who have come on the basis of Cruise alone will be surprised to find so many well known faces who are very able. Cruise wants an Oscar and he has done several of the Oscar tricks to get one  his most recent attempt here is to play totally against type. He does it pretty well, making for a convincing cold killer on the surface but still able to reveal an empty core when he is pushed. If he had been allowed to do this more then maybe he would have been more impressive but he isnt and the end result is just a good performance. Of course it doesnt help that Cruise has to play opposite Jamie Foxx delivering one of his most assured performances yet. Based on seeing him in stuff like Booty Call and his own comedy show, I was worried when I saw him due to star in this movie but it turns out that he can act! In fact he dominates the film with a quiet role that runs a gauntlet of emotions while Cruise mostly sits in cold killer mode, meaning that, in most scenes, Foxx is the one we are watching. The support cast is surprisingly deep and the amount of familiar faces makes some moments of violence all the more unexpected. While none of them are really given the time to shine, there are quality turns from Smith, Berg, Mc Gill, Hall, Henley and Ruffalo and it gives the (albeit false) impression of an allstar ensemble; although why Jason Stratham bothered to turn out for the one day of shooting he must have done for the airport scene is beyond me. Overall this is a very effective film. The atmosphere is just right and is helped by the script, the cast and the director  all combining to provide a patient pace that still manages to be very tense and exciting. Manns direction is great, mixing film with digital to good effect and Cruise is very good playing against type with a good support cast of wellknown faces.However the genuine surprise of the film is Jamie Foxx; better known for clichéd ethnic comedy roles, he steps up here and just about steals every scene he is in.",False
"Wonderful, gentle and very funny I loved the first series and was over the moon when I heard that these comedy legends were getting together again.They work so well together and in my opinion bring out the best in each other. The fact that they play a slightly altered version of themselves is so clever and so believable that Im certain some viewers will be entirely taken in by some of the racier elements of the story. In fact Im sure both actors will have had some quite serious discussions with their families to set the record straight.Loved the scenery, the real sense of Italy, the fabulous foods and above all the hilarious backandforth between Rob and Steve.Cant wait for the next series!",True
"A Fascinating Gem The Fountain is one fascinating film. I dont think theres enough words to describe what its like. After watching the film, Ive read several different interpretations and can only conclude that dont make a decision on what youve read, simply watch the film. Its a unique moviewatching experience.Aronofsky took me by complete surprise. I loved his Requiem for a Dream but I did not expect him to come up with something so different. Man, is that a big difference, not only in content but also in technique and pretty much everything. All I knew beforehand was that the film was a science fiction and that it starred Hugh Jackman and Rachel Weisz (actors whom I like). After watching it, I can safely say that The Fountain is much more than just a science fiction flick.I wont mention much of the plot as I do not want to ruin the experience by giving any spoilers. I would love to discuss the film with people who have already seen it. Aronofsky uses of symbolism, colour, and spectacular visuals to tell a story of life, death, love and rebirth. The visuals are simply breathtaking and the special effects are phenomenal. The use of different camera angles is particularly excellent as it gives the viewer (well at least me) the feel of the moving time and space. He cleverly uses lighting and colour to distinguish between the atmosphere of the different times as he does with the zoomlens. And, of course the soundtrack which is very underused but beautifully noticeable.Hugh Jackman is terrific in a multidimensional character and Rachel Weisz is phenomenal. Shes particularly outstanding as she plays her part with a subtle intensity. Ellen Burstyn has a smaller role but she is splendid to watch.Its really difficult to describe what the experience is like in just a few words. I havent yet understood every single aspect of The Fountain and am going to be rewatching it, but it does stay in mind long after the end credits have rolled. Its a complex theme but the basis is simple. It wont be liked by many as so many of it is left to interpretation with a lot of questions but for me its fascinating and is all a moviewatching experience should be.",True
"The fascination of slowness This must be the slowest movie Ive ever seen, and I was completely fascinated: slowly moving things on screen, a slowly moving camera, a main character who walks and talks slowly, and last but not least, a slowly developing story. In a time when everything has to go faster and faster, this film just takes its time.Cheyenne as a character could have been created by Tim Burton: a weird, lovable outsider who doesnt seem to belong to this world.About Sean Penns mumbling: English is not my first language, but I didnt think it was that bad. For me, it wasnt harder to understand Cheyenne than any of the other characters.",False
"A Film of True Humanity : Comedy in the Face of Hardship It has been 9 weeks now since Intoucblaes has come to the movie theaters. I did not give it much thought at first, but the universal acclaim I have heard convinced me to go see it. I dont overstating the universality of the acclaim, people of various races, classes, colors & countries told me it was a must see. I had no expectations, and I was floored. Intouchables, directed by Eric Toledano and Olivier Nakache, starring Francois Cluzet and Omar Sy is possibly the best French movie of the year. This is not because of a lack of worthy contenders, but truly because Intouchables is that profound. It touches on themes of presumptions, social class difference, health, and as naïve as it may sound, the universality of humanity. The story is not as important as is the relationship that is displayed between the two protagonists. Philippe (played by Cluzet) a rich aristocrat that loves adrenaline rushes finds himself a paraplegic after a paragliding incident. Driss (played by Sy) is, in appearance a typical hoodlum from the ghetto. The two are brought together and wonders happen. The audience then sees how the men affect one another as they engage in a truly honest relationship. Driss is charismatic, lighthearted and funny, helping make Philippes life enjoyable again. In the process the traditionally cold French aristocracy around Philippe warms up and lightens. He is like a hot knife through cold butter. Again, it is not so much the story that is important as is the social commentary. The commentary is not judgmental and is very subtle, revealed only in the contrasts the director chose in the story and its contexts. His method reminded me of a sort of Zen approach to comedy. One example you can catch from the trailer alone is the contrast between the able bodied black Driss and t the crippled white man, etc. The audience is also given wonderful sights of Paris and France as we go through the Pyrenees, Cabourg and the various streets of Paris. On paper the review does not make the movie justice. It is hilarious in a way that is true, honest and by which anyone can relate to. Most importantly it is revealing and comforting in its reminder of the essential in life : love. Its approach is simple, pure and honest and that makes it worthy of the title of best movie of the year. I cannot say more; the film must be experienced. My friends tried, they failed, so I trusted them and I saw it. It floored me. Go and be floored. PS  I heard American studios have purchased the rights for the film. They will need a brilliant director, screenwriters and perfect actors to make the original justice in the way The Departed did for Infernal Affairs.",False
